Mercado,Fabricante,Segmento,Data,KG,R$,Unidades,Ticket Médio,Preço por KG,Peso Médio
AREA VII - INA,FABRICANTE 2,CONFEITO,2016-01-01,9.1,407.0,141.2,2.88243626062323,44.72527472527473,0.06444759206798867
AREA VII - INA,FABRICANTE 2,CONFEITO,2016-02-01,9.5,423.9,150.0,2.826,44.62105263157895,0.06333333333333334
AREA VII - INA,FABRICANTE 2,CONFEITO,2016-03-01,10.0,444.2,152.5,2.9127868852459016,44.42,0.06557377049180328
AREA VII - INA,FABRICANTE 2,CONFEITO,2016-04-01,9.6,423.1,140.1,3.019985724482513,44.07291666666667,0.06852248394004283
AREA VII - INA,FABRICANTE 2,CONFEITO,2016-05-01,10.8,475.8,191.5,2.4845953002610965,44.05555555555556,0.05639686684073107
AREA VII - INA,FABRICANTE 2,CONFEITO,2016-06-01,11.1,487.3,190.8,2.5539832285115303,43.9009009009009,0.05817610062893081
AREA VII - INA,FABRICANTE 2,CONFEITO,2016-07-01,10.9,467.3,179.4,2.60479375696767,42.87155963302752,0.060758082497212935
AREA VII - INA,FABRICANTE 2,CONFEITO,2016-08-01,9.2,415.3,134.2,3.094634873323398,45.14130434782609,0.06855439642324888
AREA VII - INA,FABRICANTE 2,CONFEITO,2016-09-01,10.5,474.4,171.3,2.769410391126678,45.18095238095238,0.06129597197898423
AREA VII - INA,FABRICANTE 2,CONFEITO,2016-10-01,11.7,534.7,179.2,2.983816964285715,45.700854700854705,0.06529017857142858
AREA VII - INA,FABRICANTE 2,CONFEITO,2016-11-01,11.6,552.0,181.2,3.0463576158940397,47.58620689655172,0.06401766004415012
AREA VII - INA,FABRICANTE 2,CONFEITO,2016-12-01,12.4,563.4,186.5,3.0209115281501338,45.43548387096774,0.06648793565683646
AREA VII - INA,FABRICANTE 3,BOMBOM,2015-01-01,0.1,8.7,0.8,10.874999999999998,86.99999999999999,0.125
AREA VII - INA,FABRICANTE 3,BOMBOM,2015-02-01,0.0,1.7,0.1,17.0,inf,0.0
AREA VII - INA,FABRICANTE 3,BOMBOM,2015-03-01,0.0,0.9,0.1,9.0,inf,0.0
AREA VII - INA,FABRICANTE 3,BOMBOM,2015-04-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2015-05-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2015-06-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2015-07-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2015-08-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2015-09-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2015-10-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2015-11-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2015-12-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2016-01-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2016-02-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2016-03-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2016-04-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2016-05-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2016-06-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2016-07-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2016-08-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2016-09-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2016-10-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2016-11-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,BOMBOM,2016-12-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2015-01-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2015-02-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2015-03-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2015-04-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2015-05-01,0.0,1.0,0.1,10.0,inf,0.0
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2015-06-01,0.0,0.5,0.1,5.0,inf,0.0
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2015-07-01,0.0,0.6,0.1,5.999999999999999,inf,0.0
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2015-08-01,0.0,1.7,0.2,8.5,inf,0.0
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2015-09-01,0.0,0.5,0.1,5.0,inf,0.0
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2015-10-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2015-11-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2015-12-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2016-01-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2016-02-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2016-03-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2016-04-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2016-05-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2016-06-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2016-07-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2016-08-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2016-09-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2016-10-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2016-11-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 3,FORMATO VARIADO,2016-12-01,0.1,4.0,0.4,10.0,40.0,0.25
AREA VII - INA,FABRICANTE 4,BOMBOM,2015-01-01,7.8,989.9,116.2,8.51893287435456,126.91025641025641,0.06712564543889844
AREA VII - INA,FABRICANTE 4,BOMBOM,2015-02-01,4.2,538.8,68.6,7.854227405247814,128.28571428571428,0.06122448979591837
AREA VII - INA,FABRICANTE 4,BOMBOM,2015-03-01,7.1,901.6,107.0,8.426168224299065,126.98591549295776,0.06635514018691588
AREA VII - INA,FABRICANTE 4,BOMBOM,2015-04-01,20.2,2498.8,213.2,11.720450281425892,123.70297029702972,0.09474671669793622
AREA VII - INA,FABRICANTE 4,BOMBOM,2015-05-01,6.9,899.1,109.2,8.233516483516484,130.30434782608694,0.06318681318681318
AREA VII - INA,FABRICANTE 4,BOMBOM,2015-06-01,7.4,948.7,104.9,9.043851286939942,128.2027027027027,0.07054337464251668
AREA VII - INA,FABRICANTE 4,BOMBOM,2015-07-01,5.1,676.8,89.9,7.528364849833147,132.7058823529412,0.056729699666295874
AREA VII - INA,FABRICANTE 4,BOMBOM,2015-08-01,4.6,619.0,76.2,8.123359580052494,134.56521739130434,0.06036745406824146
AREA VII - INA,FABRICANTE 4,BOMBOM,2015-09-01,3.6,482.9,55.3,8.732368896925859,134.13888888888889,0.0650994575045208
AREA VII - INA,FABRICANTE 4,BOMBOM,2015-10-01,3.4,476.1,57.3,8.30890052356021,140.02941176470588,0.059336823734729496
AREA VII - INA,FABRICANTE 4,BOMBOM,2015-11-01,3.0,445.4,56.1,7.939393939393939,148.46666666666667,0.053475935828877004
AREA VII - INA,FABRICANTE 4,BOMBOM,2015-12-01,4.3,639.1,67.3,9.4962852897474,148.62790697674419,0.0638930163447251
AREA VII - INA,FABRICANTE 4,BOMBOM,2016-01-01,6.1,926.3,81.5,11.36564417177914,151.85245901639345,0.07484662576687116
AREA VII - INA,FABRICANTE 4,BOMBOM,2016-02-01,3.5,542.6,57.7,9.403812824956672,155.02857142857144,0.06065857885615251
AREA VII - INA,FABRICANTE 4,BOMBOM,2016-03-01,5.8,891.0,81.1,10.986436498150432,153.6206896551724,0.07151664611590629
AREA VII - INA,FABRICANTE 4,BOMBOM,2016-04-01,11.3,1684.2,124.9,13.484387510008006,149.0442477876106,0.09047237790232186
AREA VII - INA,FABRICANTE 4,BOMBOM,2016-05-01,4.7,724.5,83.3,8.69747899159664,154.14893617021275,0.05642256902761105
AREA VII - INA,FABRICANTE 4,BOMBOM,2016-06-01,5.3,802.6,77.7,10.32947232947233,151.43396226415095,0.0682110682110682
AREA VII - INA,FABRICANTE 4,BOMBOM,2016-07-01,3.8,595.0,60.0,9.916666666666666,156.57894736842107,0.06333333333333332
AREA VII - INA,FABRICANTE 4,BOMBOM,2016-08-01,3.3,554.0,56.4,9.822695035460994,167.87878787878788,0.05851063829787234
AREA VII - INA,FABRICANTE 4,BOMBOM,2016-09-01,3.3,551.7,62.0,8.898387096774194,167.18181818181822,0.0532258064516129
AREA VII - INA,FABRICANTE 4,BOMBOM,2016-10-01,3.5,556.4,58.3,9.543739279588337,158.97142857142856,0.06003430531732419
AREA VII - INA,FABRICANTE 4,BOMBOM,2016-11-01,2.9,480.4,49.8,9.646586345381527,165.6551724137931,0.05823293172690763
AREA VII - INA,FABRICANTE 4,BOMBOM,2016-12-01,4.6,819.2,69.3,11.821067821067823,178.08695652173915,0.06637806637806637
AREA VII - INA,FABRICANTE 4,CANDY BAR,2015-01-01,1.4,152.6,68.4,2.2309941520467835,109.0,0.020467836257309937
AREA VII - INA,FABRICANTE 4,CANDY BAR,2015-02-01,1.3,144.6,63.5,2.2771653543307084,111.23076923076923,0.02047244094488189
AREA VII - INA,FABRICANTE 4,CANDY BAR,2015-03-01,1.6,186.1,79.3,2.346784363177806,116.31249999999999,0.020176544766708705
AREA VII - INA,FABRICANTE 4,CANDY BAR,2015-04-01,1.8,205.6,87.7,2.3443557582668184,114.22222222222221,0.020524515393386546
AREA VII - INA,FABRICANTE 4,CANDY BAR,2015-05-01,2.2,231.5,101.9,2.2718351324828263,105.22727272727272,0.021589793915603533
AREA VII - INA,FABRICANTE 4,CANDY BAR,2015-06-01,2.3,238.0,107.0,2.2242990654205608,103.47826086956522,0.021495327102803736
AREA VII - INA,FABRICANTE 4,CANDY BAR,2015-07-01,2.0,219.7,97.4,2.2556468172484596,109.85,0.02053388090349076
AREA VII - INA,FABRICANTE 4,CANDY BAR,2015-08-01,1.8,213.8,87.1,2.4546498277841566,118.77777777777779,0.02066590126291619
AREA VII - INA,FABRICANTE 4,CANDY BAR,2015-09-01,2.0,237.2,96.6,2.4554865424430643,118.6,0.020703933747412008
AREA VII - INA,FABRICANTE 4,CANDY BAR,2015-10-01,1.6,199.4,76.4,2.6099476439790577,124.625,0.020942408376963352
AREA VII - INA,FABRICANTE 4,CANDY BAR,2015-11-01,1.6,200.8,77.6,2.5876288659793816,125.5,0.02061855670103093
AREA VII - INA,FABRICANTE 4,CANDY BAR,2015-12-01,1.6,193.5,75.2,2.5731382978723403,120.9375,0.02127659574468085
AREA VII - INA,FABRICANTE 4,CANDY BAR,2016-01-01,1.6,194.2,74.5,2.606711409395973,121.37499999999999,0.021476510067114096
AREA VII - INA,FABRICANTE 4,CANDY BAR,2016-02-01,1.6,199.8,75.8,2.635883905013193,124.875,0.02110817941952507
AREA VII - INA,FABRICANTE 4,CANDY BAR,2016-03-01,1.9,234.5,89.3,2.625979843225084,123.42105263157896,0.02127659574468085
AREA VII - INA,FABRICANTE 4,CANDY BAR,2016-04-01,1.6,197.4,74.2,2.660377358490566,123.375,0.0215633423180593
AREA VII - INA,FABRICANTE 4,CANDY BAR,2016-05-01,1.2,154.9,55.7,2.7809694793536806,129.08333333333334,0.021543985637342906
AREA VII - INA,FABRICANTE 4,CANDY BAR,2016-06-01,1.5,199.5,70.6,2.825779036827196,133.0,0.021246458923512748
AREA VII - INA,FABRICANTE 4,CANDY BAR,2016-07-01,1.5,213.6,73.7,2.8982360922659427,142.4,0.020352781546811395
AREA VII - INA,FABRICANTE 4,CANDY BAR,2016-08-01,1.5,203.6,70.8,2.8757062146892656,135.73333333333332,0.021186440677966104
AREA VII - INA,FABRICANTE 4,CANDY BAR,2016-09-01,1.5,195.3,68.4,2.8552631578947367,130.20000000000002,0.021929824561403508
AREA VII - INA,FABRICANTE 4,CANDY BAR,2016-10-01,1.3,172.8,60.0,2.8800000000000003,132.92307692307693,0.021666666666666667
AREA VII - INA,FABRICANTE 4,CANDY BAR,2016-11-01,0.8,114.7,37.5,3.058666666666667,143.375,0.021333333333333336
AREA VII - INA,FABRICANTE 4,CANDY BAR,2016-12-01,0.8,122.1,39.1,3.122762148337596,152.62499999999997,0.020460358056265986
AREA VII - INA,FABRICANTE 4,OVINHO,2015-01-01,3.2,686.4,161.5,4.25015479876161,214.49999999999997,0.019814241486068113
AREA VII - INA,FABRICANTE 4,OVINHO,2015-02-01,2.6,571.9,131.7,4.342444950645406,219.96153846153845,0.01974183750949127
AREA VII - INA,FABRICANTE 4,OVINHO,2015-03-01,4.1,910.2,205.7,4.424890617403987,222.00000000000003,0.019931939718035974
AREA VII - INA,FABRICANTE 4,OVINHO,2015-04-01,4.6,1016.6,230.6,4.408499566348656,221.00000000000003,0.019947961838681697
AREA VII - INA,FABRICANTE 4,OVINHO,2015-05-01,3.7,797.0,185.8,4.289558665231431,215.4054054054054,0.01991388589881593
AREA VII - INA,FABRICANTE 4,OVINHO,2015-06-01,4.3,915.2,212.8,4.3007518796992485,212.8372093023256,0.020206766917293232
AREA VII - INA,FABRICANTE 4,OVINHO,2015-07-01,4.6,991.1,229.8,4.312880765883377,215.45652173913047,0.02001740644038294
AREA VII - INA,FABRICANTE 4,OVINHO,2015-08-01,4.6,1027.7,229.4,4.479947689625109,223.4130434782609,0.020052310374891018
AREA VII - INA,FABRICANTE 4,OVINHO,2015-09-01,3.4,780.7,171.6,4.5495337995338,229.61764705882354,0.019813519813519812
AREA VII - INA,FABRICANTE 4,OVINHO,2015-10-01,3.2,737.6,158.3,4.659507264687303,230.5,0.02021478205938092
AREA VII - INA,FABRICANTE 4,OVINHO,2015-11-01,3.5,828.3,173.8,4.765822784810126,236.65714285714284,0.02013808975834292
AREA VII - INA,FABRICANTE 4,OVINHO,2015-12-01,3.6,878.1,180.3,4.870216306156406,243.91666666666666,0.019966722129783693
AREA VII - INA,FABRICANTE 4,OVINHO,2016-01-01,3.6,894.1,177.6,5.034346846846847,248.36111111111111,0.02027027027027027
AREA VII - INA,FABRICANTE 4,OVINHO,2016-02-01,3.8,1017.1,192.0,5.297395833333334,267.65789473684214,0.019791666666666666
AREA VII - INA,FABRICANTE 4,OVINHO,2016-03-01,4.9,1311.3,246.8,5.31320907617504,267.61224489795916,0.01985413290113452
AREA VII - INA,FABRICANTE 4,OVINHO,2016-04-01,4.6,1231.3,228.3,5.393342093736312,267.67391304347825,0.020148926850635126
AREA VII - INA,FABRICANTE 4,OVINHO,2016-05-01,4.1,1133.6,207.0,5.476328502415458,276.4878048780488,0.01980676328502415
AREA VII - INA,FABRICANTE 4,OVINHO,2016-06-01,4.6,1242.1,230.3,5.393399913156752,270.0217391304348,0.019973947025618756
AREA VII - INA,FABRICANTE 4,OVINHO,2016-07-01,4.3,1211.4,214.8,5.639664804469274,281.72093023255815,0.020018621973929236
AREA VII - INA,FABRICANTE 4,OVINHO,2016-08-01,4.5,1292.5,223.5,5.782997762863535,287.22222222222223,0.020134228187919462
AREA VII - INA,FABRICANTE 4,OVINHO,2016-09-01,4.3,1244.9,212.8,5.850093984962406,289.5116279069768,0.020206766917293232
AREA VII - INA,FABRICANTE 4,OVINHO,2016-10-01,4.3,1236.2,211.2,5.853219696969697,287.48837209302326,0.020359848484848484
AREA VII - INA,FABRICANTE 4,OVINHO,2016-11-01,4.4,1313.1,220.4,5.957803992740471,298.43181818181813,0.019963702359346643
AREA VII - INA,FABRICANTE 4,OVINHO,2016-12-01,3.6,1080.6,174.1,6.206777713957496,300.16666666666663,0.02067777139574957
AREA VII - INA,FABRICANTE 4,SNACK,2015-01-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,SNACK,2015-02-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,SNACK,2015-03-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,SNACK,2015-04-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,SNACK,2015-05-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,SNACK,2015-06-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,SNACK,2015-07-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,SNACK,2015-08-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,SNACK,2015-09-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,SNACK,2015-10-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,SNACK,2015-11-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,SNACK,2015-12-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,SNACK,2016-01-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,SNACK,2016-02-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,SNACK,2016-03-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,SNACK,2016-04-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,SNACK,2016-05-01,0.0,0.6,0.2,2.9999999999999996,inf,0.0
AREA VII - INA,FABRICANTE 4,SNACK,2016-06-01,0.1,21.5,7.9,2.721518987341772,215.0,0.012658227848101266
AREA VII - INA,FABRICANTE 4,SNACK,2016-07-01,0.2,22.5,9.4,2.3936170212765955,112.5,0.02127659574468085
AREA VII - INA,FABRICANTE 4,SNACK,2016-08-01,0.2,20.5,8.5,2.411764705882353,102.5,0.023529411764705882
AREA VII - INA,FABRICANTE 4,SNACK,2016-09-01,0.2,22.7,9.8,2.3163265306122445,113.49999999999999,0.02040816326530612
AREA VII - INA,FABRICANTE 4,SNACK,2016-10-01,0.1,15.4,6.7,2.298507462686567,154.0,0.014925373134328358
AREA VII - INA,FABRICANTE 4,SNACK,2016-11-01,0.0,0.2,0.1,2.0,inf,0.0
AREA VII - INA,FABRICANTE 4,SNACK,2016-12-01,0.0,0.0,0.0,,,
AREA VII - INA,FABRICANTE 4,TABLETE,2015-01-01,0.7,51.2,52.8,0.9696969696969698,73.14285714285715,0.013257575757575758
AREA VII - INA,FABRICANTE 4,TABLETE,2015-02-01,0.6,45.8,46.3,0.9892008639308856,76.33333333333333,0.012958963282937365
AREA VII - INA,FABRICANTE 4,TABLETE,2015-03-01,1.3,107.8,106.4,1.013157894736842,82.92307692307692,0.012218045112781954
AREA VII - INA,FABRICANTE 4,TABLETE,2015-04-01,1.1,84.5,89.5,0.9441340782122905,76.81818181818181,0.01229050279329609
AREA VII - INA,FABRICANTE 4,TABLETE,2015-05-01,1.2,91.5,97.3,0.9403905447070915,76.25,0.012332990750256937
AREA VII - INA,FABRICANTE 4,TABLETE,2015-06-01,1.6,123.1,128.4,0.9587227414330217,76.93749999999999,0.012461059190031152
AREA VII - INA,FABRICANTE 4,TABLETE,2015-07-01,1.7,130.5,138.1,0.9449674149167271,76.76470588235294,0.012309920347574221
AREA VII - INA,FABRICANTE 4,TABLETE,2015-08-01,1.6,115.0,126.9,0.9062253743104807,71.875,0.01260835303388495
AREA VII - INA,FABRICANTE 4,TABLETE,2015-09-01,2.2,158.1,176.2,0.8972758229284904,71.86363636363636,0.012485811577752555
AREA VII - INA,FABRICANTE 4,TABLETE,2015-10-01,1.8,124.3,139.9,0.8884917798427447,69.05555555555556,0.012866333095067906
AREA VII - INA,FABRICANTE 4,TABLETE,2015-11-01,1.1,83.3,87.6,0.9509132420091324,75.72727272727272,0.012557077625570777
AREA VII - INA,FABRICANTE 4,TABLETE,2015-12-01,0.8,60.1,61.9,0.9709208400646204,75.125,0.012924071082390954
AREA VII - INA,FABRICANTE 4,TABLETE,2016-01-01,0.8,60.5,59.9,1.010016694490818,75.625,0.01335559265442404
AREA VII - INA,FABRICANTE 4,TABLETE,2016-02-01,0.7,57.9,53.9,1.0742115027829313,82.71428571428572,0.012987012987012986
AREA VII - INA,FABRICANTE 4,TABLETE,2016-03-01,0.8,63.4,61.9,1.024232633279483,79.25,0.012924071082390954
AREA VII - INA,FABRICANTE 4,TABLETE,2016-04-01,0.8,70.8,65.3,1.0842266462480858,88.49999999999999,0.01225114854517611
AREA VII - INA,FABRICANTE 4,TABLETE,2016-05-01,0.7,60.3,53.5,1.1271028037383177,86.14285714285714,0.01308411214953271
AREA VII - INA,FABRICANTE 4,TABLETE,2016-06-01,0.8,75.4,61.2,1.2320261437908497,94.25,0.013071895424836602
AREA VII - INA,FABRICANTE 4,TABLETE,2016-07-01,0.8,76.0,61.1,1.2438625204582652,95.0,0.01309328968903437
AREA VII - INA,FABRICANTE 4,TABLETE,2016-08-01,1.0,94.6,75.7,1.249669749009247,94.6,0.01321003963011889
AREA VII - INA,FABRICANTE 4,TABLETE,2016-09-01,1.1,96.2,91.3,1.0536692223439212,87.45454545454545,0.012048192771084338
AREA VII - INA,FABRICANTE 4,TABLETE,2016-10-01,1.3,100.9,101.1,0.9980217606330367,77.61538461538461,0.012858555885262118
AREA VII - INA,FABRICANTE 4,TABLETE,2016-11-01,1.3,100.4,101.5,0.9891625615763547,77.23076923076923,0.012807881773399015
AREA VII - INA,FABRICANTE 4,TABLETE,2016-12-01,1.5,102.0,116.6,0.8747855917667239,68.0,0.012864493996569469
AREA VII - INA,FABRICANTE 5,BOMBOM,2015-01-01,172.4,3909.9,795.3,4.916258015843079,22.6792343387471,0.21677354457437448
AREA VII - INA,FABRICANTE 5,BOMBOM,2015-02-01,124.7,2906.3,693.6,4.190167243367935,23.30633520449078,0.17978662053056516
AREA VII - INA,FABRICANTE 5,BOMBOM,2015-03-01,124.5,2922.3,757.8,3.8562945368171024,23.47228915662651,0.16429136975455266
AREA VII - INA,FABRICANTE 5,BOMBOM,2015-04-01,262.6,5875.8,1062.5,5.5301647058823535,22.375476009139373,0.2471529411764706
AREA VII - INA,FABRICANTE 5,BOMBOM,2015-05-01,113.5,2743.9,647.7,4.236374864906592,24.175330396475772,0.1752354485101127
AREA VII - INA,FABRICANTE 5,BOMBOM,2015-06-01,116.7,2824.9,590.4,4.784722222222222,24.206512425021423,0.19766260162601626
AREA VII - INA,FABRICANTE 5,BOMBOM,2015-07-01,105.1,2666.8,533.2,5.001500375093773,25.373929590865846,0.1971117779444861
AREA VII - INA,FABRICANTE 5,BOMBOM,2015-08-01,101.5,2757.8,603.8,4.567406425968865,27.170443349753697,0.16810202053660153
AREA VII - INA,FABRICANTE 5,BOMBOM,2015-09-01,87.8,2409.1,513.9,4.687877018875268,27.438496583143507,0.1708503599922164
AREA VII - INA,FABRICANTE 5,BOMBOM,2015-10-01,90.2,2538.4,533.7,4.756230091811879,28.14190687361419,0.16900880644556865
AREA VII - INA,FABRICANTE 5,BOMBOM,2015-11-01,81.3,2338.4,509.4,4.590498625834315,28.762607626076264,0.15959952885747938
AREA VII - INA,FABRICANTE 5,BOMBOM,2015-12-01,107.5,3058.4,624.8,4.895006402048656,28.450232558139536,0.17205505761843792
AREA VII - INA,FABRICANTE 5,BOMBOM,2016-01-01,122.2,3403.4,616.3,5.5223105630374825,27.851063829787233,0.19828005841311053
AREA VII - INA,FABRICANTE 5,BOMBOM,2016-02-01,86.3,2471.4,523.6,4.720015278838808,28.63731170336037,0.16482047364400304
AREA VII - INA,FABRICANTE 5,BOMBOM,2016-03-01,137.3,3990.9,804.8,4.958871769383698,29.067006554989074,0.17060139165009944
AREA VII - INA,FABRICANTE 5,BOMBOM,2016-04-01,254.9,6998.4,1146.5,6.1041430440471,27.455472734405646,0.22232882686436983
AREA VII - INA,FABRICANTE 5,BOMBOM,2016-05-01,111.1,3258.4,678.0,4.80589970501475,29.32853285328533,0.16386430678466077
AREA VII - INA,FABRICANTE 5,BOMBOM,2016-06-01,112.2,3348.4,645.3,5.188904385557105,29.84313725490196,0.17387261738726176
AREA VII - INA,FABRICANTE 5,BOMBOM,2016-07-01,103.6,3188.4,604.1,5.277934116868068,30.776061776061777,0.17149478563151793
AREA VII - INA,FABRICANTE 5,BOMBOM,2016-08-01,90.0,2912.0,560.5,5.19536128456735,32.355555555555554,0.16057091882247992
AREA VII - INA,FABRICANTE 5,BOMBOM,2016-09-01,74.4,2473.5,567.4,4.359358477264716,33.24596774193548,0.1311244272118435
AREA VII - INA,FABRICANTE 5,BOMBOM,2016-10-01,71.2,2344.4,452.2,5.184431667403804,32.92696629213483,0.15745245466607696
AREA VII - INA,FABRICANTE 5,BOMBOM,2016-11-01,65.2,2182.6,403.6,5.407829534192269,33.47546012269938,0.16154608523290387
AREA VII - INA,FABRICANTE 5,BOMBOM,2016-12-01,103.7,3255.3,573.5,5.6761987794245865,31.391513982642238,0.18081952920662597
AREA VII - INA,FABRICANTE 5,CANDY BAR,2015-01-01,1.5,81.1,53.2,1.5244360902255638,54.06666666666666,0.02819548872180451
AREA VII - INA,FABRICANTE 5,CANDY BAR,2015-02-01,3.1,158.3,107.3,1.4753028890959927,51.06451612903226,0.028890959925442685
AREA VII - INA,FABRICANTE 5,CANDY BAR,2015-03-01,2.2,112.2,78.1,1.4366197183098592,51.0,0.028169014084507046
AREA VII - INA,FABRICANTE 5,CANDY BAR,2015-04-01,2.4,119.6,83.5,1.4323353293413172,49.833333333333336,0.02874251497005988
AREA VII - INA,FABRICANTE 5,CANDY BAR,2015-05-01,2.0,107.1,71.5,1.4979020979020978,53.55,0.027972027972027972
AREA VII - INA,FABRICANTE 5,CANDY BAR,2015-06-01,1.4,77.8,49.9,1.559118236472946,55.57142857142857,0.028056112224448898
AREA VII - INA,FABRICANTE 5,CANDY BAR,2015-07-01,2.0,100.2,68.6,1.4606413994169098,50.1,0.02915451895043732
AREA VII - INA,FABRICANTE 5,CANDY BAR,2015-08-01,1.5,85.7,52.3,1.6386233269598471,57.13333333333333,0.02868068833652008
AREA VII - INA,FABRICANTE 5,CANDY BAR,2015-09-01,1.6,91.9,56.1,1.6381461675579323,57.4375,0.028520499108734405
AREA VII - INA,FABRICANTE 5,CANDY BAR,2015-10-01,1.4,79.2,49.0,1.616326530612245,56.57142857142858,0.02857142857142857
AREA VII - INA,FABRICANTE 5,CANDY BAR,2015-11-01,1.5,83.6,51.3,1.6296296296296295,55.73333333333333,0.029239766081871347
AREA VII - INA,FABRICANTE 5,CANDY BAR,2015-12-01,1.2,65.4,40.5,1.614814814814815,54.50000000000001,0.029629629629629627
AREA VII - INA,FABRICANTE 5,CANDY BAR,2016-01-01,1.2,66.3,40.6,1.6330049261083743,55.25,0.029556650246305417
AREA VII - INA,FABRICANTE 5,CANDY BAR,2016-02-01,1.3,75.6,45.0,1.68,58.153846153846146,0.02888888888888889
